Make,Generic model 1,Matched_genmodel_ID,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
HONDA,HONDA HR-V,34_8,3586.0,4663.0,5946.0,5726.0,6839.0,2754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,289.0,373.0,424.0,795.0,820.0
HONDA,HONDA INSIGHT,34_9,0.0,1.0,0.0,0.0,0.0,3.0,232.0,422.0,1289.0,1768.0,2882.0,2139.0,2.0,0.0,2.0,7.0,4.0,3.0,33.0,61.0
HONDA,HONDA INTEGRA,34_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,28.0,40.0,48.0,84.0,101.0
HONDA,HONDA JAZZ,34_11,10537.0,16262.0,19585.0,17322.0,18273.0,17661.0,19598.0,20605.0,21027.0,19715.0,22439.0,24844.0,22718.0,23782.0,24300.0,21078.0,15897.0,9728.0,5099.0,2.0
HONDA,HONDA LEGEND,34_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,111.0,132.0,95.0,1.0,2.0,4.0,17.0,24.0
HONDA,HONDA NSX,34_13,4.0,9.0,11.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,12.0,2.0
HONDA,HONDA ODYSSEY,34_14,0.0,1.0,2.0,1.0,6.0,3.0,7.0,2.0,8.0,3.0,3.0,8.0,10.0,4.0,5.0,10.0,11.0,7.0,2.0,7.0
HONDA,HONDA PRELUDE,34_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
HONDA,HONDA S2000,34_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,248.0,201.0,345.0,397.0,575.0,555.0,573.0,540.0,207.0
HONDA,HONDA STEPWAGON,34_17,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,3.0,11.0,19.0,27.0,28.0,33.0,51.0,34.0,29.0,6.0,12.0
HONDA,HONDA STREAM,34_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,57.0,210.0,166.0,390.0,311.0
HUMMER,HUMMER H2,35_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,2.0,4.0,4.0,2.0,0.0,0.0
HUMMER,HUMMER H3,35_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,30.0,8.0,6.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI ACCENT,36_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,163.0,361.0,389.0,620.0,424.0,336.0,575.0,339.0
HYUNDAI,HYUNDAI AMICA,36_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.0,3118.0,2793.0,0.0,0.0,36.0,853.0,761.0
HYUNDAI,HYUNDAI COUPE,36_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,1462.0,2269.0,2011.0,1438.0,931.0,570.0,336.0,219.0
HYUNDAI,HYUNDAI ELANTRA,36_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,99.0,76.0,69.0,72.0,45.0
HYUNDAI,HYUNDAI GENESIS,36_5,0.0,0.0,0.0,3.0,19.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI GETZ,36_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,5693.0,6628.0,6230.0,5811.0,5418.0,2870.0,289.0,0.0
HYUNDAI,HYUNDAI GRANDEUR,36_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI I10,36_8,6452.0,17947.0,20719.0,23664.0,22569.0,22639.0,23655.0,21435.0,21361.0,18439.0,20912.0,21758.0,5668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI I20,36_9,4207.0,7393.0,8877.0,11863.0,14178.0,13198.0,13696.0,13275.0,10308.0,10710.0,11182.0,11244.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI I30,36_10,1650.0,4281.0,7491.0,7090.0,10402.0,14649.0,10562.0,11234.0,9627.0,10385.0,12273.0,11059.0,3480.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI I40,36_12,6.0,524.0,1324.0,2865.0,4019.0,4120.0,4300.0,3403.0,3917.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI I800,36_13,79.0,1734.0,1124.0,1327.0,1014.0,154.0,152.0,213.0,965.0,566.0,525.0,199.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI IONIQ,36_14,7096.0,8310.0,7263.0,4818.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI IX20,36_15,119.0,1564.0,2241.0,3876.0,3779.0,3413.0,3619.0,3509.0,3725.0,3857.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI IX35,36_16,0.0,0.0,0.0,2.0,336.0,12819.0,14744.0,11562.0,9282.0,5823.0,3370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI KONA,36_17,12073.0,8561.0,6508.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,HYUNDAI LANTRA,36_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
HYUNDAI,HYUNDAI MATRIX,36_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,214.0,393.0,723.0,1133.0,1338.0,1318.0,880.0,466.0,224.0,28.0
HYUNDAI,HYUNDAI SANTA FE,36_20,544.0,1182.0,2071.0,2827.0,4525.0,3179.0,2720.0,1554.0,3427.0,3830.0,3698.0,942.0,1320.0,2117.0,2539.0,1707.0,1456.0,900.0,419.0,117.0
HYUNDAI,HYUNDAI SONATA,36_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,69.0,79.0,181.0,196.0,170.0,88.0,72.0,42.0,19.0
HYUNDAI,HYUNDAI TERRACAN,36_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,462.0,735.0,598.0,215.0,0.0,0.0
HYUNDAI,HYUNDAI TRAJET,36_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,255.0,356.0,201.0,129.0,73.0,33.0
HYUNDAI,HYUNDAI TUCSON,36_24,12887.0,25445.0,25419.0,24127.0,21703.0,5161.0,1.0,0.0,1.0,0.0,323.0,820.0,973.0,1868.0,2660.0,2366.0,669.0,1.0,0.0,0.0
HYUNDAI,HYUNDAI VELOSTER,36_25,0.0,0.0,0.0,0.0,0.0,22.0,143.0,880.0,1517.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFINITI,INFINITI FX30,37_2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,192.0,175.0,124.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFINITI,INFINITI Q30,37_5,0.0,208.0,312.0,2505.0,1764.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFINITI,INFINITI Q50,37_6,0.0,18.0,258.0,400.0,633.0,765.0,428.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFINITI,INFINITI Q60,37_7,0.0,3.0,60.0,89.0,15.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFINITI,INFINITI Q70,37_8,0.0,1.0,4.0,132.0,84.0,141.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFINITI,INFINITI QX30,37_9,0.0,48.0,85.0,131.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFINITI,INFINITI QX50,37_10,0.0,0.0,0.0,0.0,33.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFINITI,INFINITI QX70,37_11,0.0,0.0,0.0,10.0,143.0,109.0,150.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISUZU,ISUZU D-MAX,38_2,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISUZU,ISUZU TROOPER,38_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,246.0,318.0,451.0,263.0
JAGUAR,JAGUAR EAGLE,39_14,52.0,78.0,88.0,96.0,81.0,96.0,94.0,85.0,95.0,52.0,24.0,23.0,24.0,23.0,19.0,9.0,1.0,0.0,0.0,0.0
JAGUAR,JAGUAR E-PACE,39_1,6130.0,10661.0,10141.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAGUAR,JAGUAR F TYPE,39_3,643.0,753.0,1448.0,1968.0,1976.0,1891.0,1981.0,1080.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAGUAR,JAGUAR F-PACE,39_2,6478.0,9629.0,10458.0,12179.0,7590.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAGUAR,JAGUAR F-TYPE,39_3,302.0,705.0,248.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAGUAR,JAGUAR I-PACE,39_13,8218.0,3935.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAGUAR,JAGUAR S TYPE,39_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2774.0,2622.0,2640.0,2902.0,2394.0,1928.0,1320.0
JAGUAR,JAGUAR X TYPE,39_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,195.0,5040.0,6519.0,6159.0,6757.0,6310.0,6111.0,4397.0,2979.0,1203.0
JAGUAR,JAGUAR XE SERIES,39_6,1619.0,4478.0,5585.0,10692.0,12422.0,8855.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAGUAR,JAGUAR XF SERIES,39_7,1292.0,3235.0,5549.0,7023.0,8709.0,10025.0,12452.0,11370.0,10449.0,8967.0,10615.0,8134.0,6529.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0
JAGUAR,JAGUAR XJ SERIES,39_8,166.0,400.0,710.0,884.0,1086.0,972.0,1038.0,1148.0,1027.0,1557.0,1397.0,559.0,942.0,1309.0,1477.0,1257.0,1903.0,2080.0,679.0,731.0
JAGUAR,JAGUAR XK SERIES,39_9,0.0,0.0,0.0,0.0,0.0,107.0,1060.0,783.0,809.0,1102.0,1302.0,1121.0,1276.0,2135.0,1930.0,878.0,832.0,902.0,916.0,1085.0
JEEP,JEEP CHEROKEE,40_1,4.0,25.0,321.0,558.0,1487.0,2122.0,1218.0,137.0,592.0,304.0,750.0,841.0,970.0,2422.0,3348.0,2694.0,2668.0,2377.0,1826.0,1057.0
JEEP,JEEP COMMANDER,40_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,18.0,482.0,346.0,0.0,0.0,0.0,0.0,0.0
JEEP,JEEP COMPASS,40_3,1652.0,2969.0,2319.0,18.0,0.0,4.0,434.0,574.0,892.0,887.0,5.0,81.0,136.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0
JEEP,JEEP GRAND CHEROKEE,40_4,64.0,249.0,412.0,861.0,986.0,1352.0,1522.0,922.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JEEP,JEEP PATRIOT,40_5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,397.0,759.0,557.0,1312.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0
JEEP,JEEP RENEGADE,40_6,1898.0,1798.0,2314.0,3953.0,10422.0,5874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEEP,JEEP WRANGLER,40_7,755.0,621.0,365.0,248.0,257.0,484.0,330.0,209.0,154.0,120.0,153.0,310.0,178.0,222.0,90.0,79.0,131.0,136.0,126.0,176.0
KIA,KIA CARENS,43_1,0.0,87.0,1535.0,1764.0,1811.0,2211.0,2305.0,1506.0,127.0,459.0,479.0,1799.0,1956.0,1187.0,838.0,481.0,336.0,199.0,24.0,36.0
KIA,KIA CEED,43_2,4053.0,9763.0,8519.0,7692.0,8583.0,10038.0,10192.0,10630.0,12737.0,8692.0,10526.0,9787.0,7187.0,4052.0,0.0,0.0,0.0,0.0,0.0,0.0
KIA,KIA CERATO,43_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,776.0,833.0,220.0,0.0,0.0,0.0
KIA,KIA CLARUS,43_3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
KIA,KIA MAGENTIS,43_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,196.0,117.0,208.0,251.0,157.0,108.0,62.0,26.0,7.0
KIA,KIA MENTOR,43_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,10.0
KIA,KIA NIRO,43_5,18234.0,8932.0,6089.0,4047.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIA,KIA OPTIMA,43_6,131.0,1723.0,2731.0,3267.0,1272.0,646.0,672.0,381.0,799.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIA,KIA PICANTO,43_7,8935.0,17372.0,15738.0,12866.0,12588.0,13631.0,14575.0,12910.0,13392.0,11119.0,14469.0,14514.0,3860.0,4010.0,6687.0,6392.0,3556.0,0.0,0.0,0.0
KIA,KIA PRO CEED,43_8,936.0,1814.0,519.0,906.0,1214.0,1327.0,1588.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIA,KIA RIO,43_9,3395.0,4854.0,5621.0,7998.0,8936.0,11499.0,11445.0,10386.0,9588.0,7734.0,7450.0,6429.0,3108.0,2018.0,1845.0,1214.0,851.0,504.0,247.0,73.0
KIA,KIA SEDONA,43_10,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,137.0,787.0,928.0,703.0,1614.0,1727.0,1405.0,1110.0,800.0,335.0,88.0,32.0
KIA,KIA SHUMA,43_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,37.0,32.0,27.0
KIA,KIA SORENTO,43_11,1161.0,2724.0,2752.0,3126.0,3182.0,4082.0,2958.0,2205.0,2046.0,1835.0,2128.0,1723.0,1450.0,2137.0,3725.0,2507.0,1726.0,561.0,0.0,0.0
KIA,KIA SOUL,43_12,871.0,339.0,1920.0,1645.0,2129.0,2589.0,2689.0,1294.0,1660.0,3531.0,3128.0,2462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KIA,KIA SPORTAGE,43_13,17323.0,32594.0,34280.0,35672.0,37482.0,21628.0,19877.0,18981.0,13582.0,8320.0,4919.0,3225.0,2402.0,2476.0,2430.0,2537.0,14.0,95.0,30.0,36.0
KIA,KIA STINGER,43_14,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIA,KIA STONIC,43_15,4502.0,8099.0,6753.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIA,KIA STINGER,43_14,198.0,852.0,623.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIA,KIA VENGA,43_16,0.0,2608.0,3641.0,5478.0,5686.0,6239.0,5526.0,5768.0,5155.0,4577.0,3295.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIA,KIA XCEED,43_19,6370.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMBORGHINI,LAMBORGHINI AVENTADOR,45_1,63.0,89.0,97.0,65.0,61.0,39.0,31.0,29.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMBORGHINI,LAMBORGHINI DIABLO,45_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
LAMBORGHINI,LAMBORGHINI GALLARDO,45_3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,39.0,28.0,26.0,30.0,48.0,72.0,43.0,25.0,39.0,2.0,0.0,0.0
LAMBORGHINI,LAMBORGHINI HURACAN,45_4,96.0,160.0,172.0,87.0,62.0,87.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMBORGHINI,LAMBORGHINI MURCIELAGO,45_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,12.0,7.0,2.0,5.0,7.0,7.0,9.0,0.0
LAND ROVER,LAND ROVER 110,47_1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
LAND ROVER,LAND ROVER DEFENDER,47_5,4296.0,1.0,0.0,0.0,2.0,16.0,27.0,13.0,8.0,7.0,690.0,1061.0,1451.0,1540.0,1386.0,1494.0,1359.0,1350.0,813.0,127.0
LAND ROVER,LAND ROVER DISCOVERY,47_6,15762.0,22509.0,26722.0,33138.0,31681.0,23571.0,7066.0,5869.0,6664.0,6017.0,6809.0,5622.0,5598.0,8251.0,9712.0,9904.0,7746.0,7043.0,5881.0,5174.0
LAND ROVER,LAND ROVER FREELANDER,47_11,0.0,0.0,0.0,0.0,26.0,42.0,11647.0,13265.0,10553.0,12448.0,14631.0,10409.0,11822.0,16295.0,9213.0,9834.0,9459.0,6830.0,5114.0,2734.0
LAND ROVER,LAND ROVER RANGE ROVER,47_13,36052.0,48419.0,45902.0,42860.0,41679.0,37174.0,31705.0,29258.0,24856.0,13994.0,9955.0,7992.0,8007.0,10975.0,10701.0,7613.0,4092.0,3751.0,2499.0,1525.0
LEXUS,LEXUS CT 200,48_1,1245.0,1815.0,2606.0,2788.0,2827.0,3361.0,3687.0,3647.0,4184.0,3779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS ES 300,48_32,1058.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS GS 250,48_2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,362.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS GS 300,48_2,0.0,3.0,205.0,309.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS GS 450,48_2,0.0,0.0,21.0,29.0,46.0,42.0,75.0,170.0,335.0,67.0,179.0,233.0,391.0,520.0,386.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS GS300,48_2,0.0,0.0,0.0,0.0,4.0,340.0,433.0,63.0,0.0,0.0,1.0,106.0,190.0,364.0,534.0,895.0,108.0,184.0,227.0,204.0
LEXUS,LEXUS IS F,48_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,28.0,31.0,32.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS IS200,48_8,0.0,0.0,0.0,17.0,69.0,43.0,0.0,0.0,128.0,549.0,89.0,0.0,0.0,0.0,0.0,1072.0,2045.0,1849.0,1522.0,1291.0
LEXUS,LEXUS IS220,48_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,937.0,1494.0,1934.0,2998.0,2174.0,37.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS IS250,48_8,0.0,0.0,0.0,0.0,0.0,68.0,205.0,199.0,765.0,964.0,1443.0,1427.0,1810.0,2395.0,2387.0,954.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS IS300,48_8,555.0,1134.0,1411.0,1427.0,1852.0,2613.0,2869.0,1477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,199.0,215.0,263.0,110.0
LEXUS,LEXUS LC 500,48_14,45.0,70.0,136.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS LS430,48_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,279.0,271.0,211.0,219.0,255.0
LEXUS,LEXUS NX300,48_18,4142.0,4443.0,4486.0,3656.0,3607.0,2972.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS RC 300,48_21,247.0,385.0,380.0,394.0,532.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS RC F,48_21,6.0,10.0,17.0,13.0,28.0,130.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS RX300,48_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,411.0,1668.0,2137.0,1036.0,433.0,333.0
LEXUS,LEXUS RX350,48_24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,104.0,423.0,416.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS RX400,48_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1213.0,2552.0,2885.0,2092.0,1127.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS RX450,48_24,1621.0,1880.0,1554.0,2000.0,2319.0,1287.0,1619.0,1808.0,1736.0,1786.0,2521.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS RX,48_24,341.0,472.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXUS,LEXUS SC430,48_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,148.0,172.0,219.0,212.0,270.0,318.0,196.0
LEXUS,LEXUS UX 250H,48_31,3899.0,3336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCOLN,LINCOLN TOWN CAR,49_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,4.0,3.0,2.0,8.0
LOTUS,LOTUS ELISE,51_3,70.0,78.0,60.0,75.0,81.0,95.0,74.0,44.0,37.0,59.0,101.0,85.0,159.0,170.0,185.0,214.0,195.0,227.0,339.0,220.0
LOTUS,LOTUS ESPRIT,51_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0
LOTUS,LOTUS EVORA,51_6,23.0,44.0,53.0,32.0,71.0,56.0,44.0,41.0,36.0,89.0,130.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOTUS,LOTUS EXIGE,51_7,73.0,72.0,75.0,74.0,75.0,69.0,71.0,51.0,1.0,8.0,51.0,28.0,68.0,74.0,79.0,60.0,29.0,0.0,0.0,21.0
MASERATI,MASERATI 3200,55_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,105.0
MASERATI,MASERATI COUPE,55_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,43.0,111.0,141.0,106.0,50.0,0.0
MASERATI,MASERATI GHIBLI,55_5,101.0,222.0,346.0,466.0,792.0,777.0,650.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASERATI,MASERATI GRAN TURISMO,55_8,2.0,12.0,0.0,0.0,2.0,1.0,1.0,34.0,113.0,149.0,157.0,186.0,318.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
MASERATI,MASERATI GRANCABRIO,55_6,14.0,23.0,39.0,31.0,52.0,52.0,39.0,72.0,70.0,88.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASERATI,MASERATI GRANSPORT,55_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,55.0,26.0,0.0,0.0,0.0,0.0,0.0
MASERATI,MASERATI GRANTURISMO,55_8,18.0,58.0,92.0,57.0,88.0,103.0,107.0,110.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
